team,logoId,conference,division,teamOvr,totalWins,totalLosses,totalTies,winPct,homeWins,homeLosses,awayWins,awayLosses,homeWinPct,awayWinPct,games,offPassYds,offRushYds,offTotalYds,defPassYds,defRushYds,defTotalYds,ptsFor,ptsAgainst,netPts,tODiff,capSpent,capAvailable,offScheme,defScheme,rank,offTotalYdsRank,defTotalYdsRank,offPassYdsRank,offRushYdsRank,defPassYdsRank,defRushYdsRank,ptsForRank,ptsAgainstRank,rankVolatility,earlySeasonRank,lateSeasonRank,rankImprovement,eloIndex,eloStart,wins,losses,ties,win_pct,pass_att,pass_comp,pass_yds,pass_tds,pass_ints,pass_ints_raw,pass_ints_adjustment,pass_sacks,qb_rating,rush_att,rush_yds,rush_tds,rush_fum,rush_broken_tackles,rush_yac,rush_20plus,rec_catches,rec_yds,rec_tds,rec_drops,rec_yac,def_sacks,def_ints,def_forced_fum,def_fum_rec,def_tds,def_tackles,def_deflections,punts,punt_avg,punt_net_avg,punts_in_20,punts_touchbacks,fg_att,fg_made,fg_50plus_att,fg_50plus_made,xp_att,xp_made,kickoff_touchbacks,total_off_plays,total_off_yds,total_off_tds,total_turnovers,total_takeaways,pass_yds_per_att,rush_yds_per_att,pass_comp_pct,pass_td_pct,pass_int_pct,sack_rate,rush_td_pct,rush_broken_tackle_rate,rush_yac_pct,rush_explosive_rate,drop_rate,rec_yac_pct,rec_yds_per_catch,td_per_play,yds_per_play,turnover_diff,pass_yds_per_game,rush_yds_per_game,rec_yds_per_game,off_yds_per_game,pass_att_per_game,rush_att_per_game,punts_per_game,def_sacks_per_game,def_ints_per_game,pass_ints_per_game,sacks_allowed_per_game,explosive_plays,explosive_plays_per_game,pass_rush_ratio,fg_pct,fg_50plus_pct,xp_pct,punts_in_20_pct,offDefRankDiff,combinedRank,offPassRushDiff,defPassRushDiff,offYdsPerPt,defYdsPerPt,passRushRatio,defPassRushRatio,offYdsPct,defYdsPct,offTotalYdsPg,defTotalYdsPg,ptsForPg,ptsAgainstPg,netPtsPg,tODiffPerGame,ptsPer100Yds,oppPtsPer100Yds,passShare,rushShare,winsPerMillion,ovrPerMillion,pythExpWinPct,pythOverUnder,ptsRankEfficiency,defRankEfficiency,offenseIndexZ,defenseIndexZ,teamStrengthIndex
Lions,18,NFC,NFC North,87,11,6,0,0.65,6,3,5,3,0.6666666666666666,0.625,17,3878,1463,5341,3189,1574,4763,27,22,80,0,324090000,110000,5,14,11,14,5,11,19,5,15,13,10,5.961755872332031,9.272727272727273,9.5,-0.22727272727272663,14,1212.2,11.0,6.0,0.0,0.6470588235294118,322.0,228.0,3157.0,26.0,19.0,19.0,0.0,20.0,103.56,261.0,1116.0,12.0,4.0,60.0,357.0,7.0,228.0,3157.0,26.0,16.0,1487.0,32.0,20.0,6.0,4.0,6.0,425.0,58.0,29.0,46.28,39.69,8.0,7.0,21.0,20.0,6.0,5.0,52.0,50.0,26.0,583.0,4273.0,38.0,23.0,24.0,9.804347826086957,4.275862068965517,70.80745341614907,8.074534161490684,5.900621118012422,5.847953216374268,4.597701149425287,0.22988505747126436,31.989247311827956,2.681992337164751,6.694560669456067,47.101678808995885,13.846491228070175,0.06518010291595197,7.329331046312179,1.0,185.7058823529412,65.6470588235294,185.7058823529412,251.35294117647058,18.941176470588236,15.352941176470589,1.7058823529411764,1.8823529411764706,1.1764705882352942,1.1176470588235294,1.1764705882352942,7.0,0.4117647058823529,1.2337164750957854,95.23809523809523,83.33333333333334,96.15384615384616,27.586206896551722,9,9.5,-8,-10,197.8148148148148,216.5,2.650717703349282,2.026048284625159,52.86025336500396,47.139746634996044,314.1764705882353,280.1764705882353,1.588235294117647,1.2941176470588236,4.705882352941177,0.0,0.5055233102415277,0.4618937644341801,0.7260812581913499,0.27391874180865006,0.033941189175846216,0.26844395075442007,0.6190134098122387,0.030986590187761287,-1,-5,0.4700492391800522,0.5471246944924952,1.0171739336725474
Colts,9,AFC,AFC South,87,11,6,0,0.65,5,3,6,3,0.625,0.6666666666666666,17,3258,1679,4937,3073,1345,4418,23,17,101,3,314950000,9250000,0,13,12,23,2,24,14,2,5,21,2,7.391560097877125,11.363636363636363,10.916666666666666,0.44696969696969724,23,1164.3,11.0,6.0,0.0,0.6470588235294118,296.0,221.0,2853.0,15.0,18.0,18.0,0.0,12.0,95.81,302.0,1253.0,17.0,8.0,57.0,412.0,9.0,208.0,2895.0,15.0,13.0,1175.0,29.5,35.0,3.0,0.0,2.0,367.0,68.0,26.0,40.54,33.46,4.0,3.0,22.0,19.0,4.0,2.0,47.0,46.0,18.0,598.0,4106.0,32.0,26.0,35.0,9.638513513513514,4.1490066225165565,74.66216216216216,5.0675675675675675,6.081081081081082,3.896103896103896,5.629139072847682,0.18874172185430463,32.881085395051876,2.980132450331126,5.909090909090909,40.58721934369603,13.91826923076923,0.05351170568561873,6.866220735785953,9.0,167.8235294117647,73.70588235294117,170.2941176470588,241.52941176470588,17.41176470588235,17.764705882352942,1.5294117647058822,1.7352941176470589,2.0588235294117645,1.0588235294117647,0.7058823529411765,9.0,0.5294117647058824,0.9801324503311258,86.36363636363636,50.0,97.87234042553192,15.384615384615385,21,12.5,10,-3,214.65217391304347,259.88235294117646,1.9404407385348421,2.2847583643122675,52.77391769107429,47.22608230892571,290.4117647058824,259.88235294117646,1.3529411764705883,1.0,5.9411764705882355,0.17647058823529413,0.46586996151509014,0.3847894975101856,0.6599149280939842,0.3400850719060158,0.0349261787585331,0.27623432290839817,0.6718150297886709,-0.021815029788670892,-2,0,-0.272744620264969,1.7143240427431514,1.4415794224781824
Patriots,21,AFC,AFC East,90,10,7,0,0.59,5,3,5,4,0.625,0.5555555555555556,17,3197,1324,4521,3396,2164,5560,23,20,41,14,317150000,7050000,2,11,13,29,26,26,24,12,30,20,6,4.664550785066556,11.545454545454545,11.916666666666666,-0.3712121212121211,3,1272.0,10.0,7.0,0.0,0.5882352941176471,292.0,192.0,2644.0,19.0,20.0,20.0,0.0,19.0,94.84,213.0,1011.0,10.0,4.0,53.0,370.0,6.0,191.0,2644.0,19.0,10.0,1006.0,37.0,39.0,9.0,3.0,8.0,460.0,54.0,33.0,46.3,37.94,7.0,1.0,18.0,13.0,5.0,2.0,51.0,51.0,16.0,505.0,3655.0,29.0,24.0,42.0,9.054794520547945,4.746478873239437,65.75342465753424,6.506849315068493,6.8493150684931505,6.109324758842444,4.694835680751173,0.24882629107981222,36.59742828882295,2.8169014084507045,5.154639175257731,38.04841149773071,13.842931937172775,0.05742574257425743,7.237623762376238,18.0,155.52941176470588,59.470588235294116,155.52941176470588,215.0,17.176470588235293,12.529411764705882,1.9411764705882353,2.176470588235294,2.2941176470588234,1.1764705882352942,1.1176470588235294,6.0,0.35294117647058826,1.3708920187793427,72.22222222222221,40.0,100.0,21.21212121212121,3,27.5,2,-18,196.56521739130434,278.0,2.4146525679758306,1.5693160813308689,44.8467413947029,55.1532586052971,265.94117647058823,327.05882352941177,1.3529411764705883,1.1764705882352942,2.411764705882353,0.8235294117647058,0.50873700508737,0.3597122302158274,0.7071444370714444,0.29285556292855563,0.031530821377896895,0.2837773924010721,0.5820600364363633,0.007939963563636687,-9,20,-0.272744620264969,1.0140044337927576,0.7412598135277886
Titans,29,AFC,AFC South,87,10,7,0,0.59,5,3,5,4,0.625,0.5555555555555556,17,4221,1617,5838,3613,1327,4940,29,25,53,8,300530000,23670000,2,11,14,4,9,3,15,19,4,6,21,6.756079667704527,14.090909090909092,13.75,0.3409090909090917,6,1261.2,10.0,7.0,0.0,0.5882352941176471,372.0,271.0,3687.0,31.0,24.0,24.0,0.0,19.0,107.44,282.0,1305.0,23.0,7.0,80.0,376.0,6.0,271.0,3687.0,31.0,24.0,1506.0,19.0,34.0,8.0,5.0,3.0,384.0,46.0,20.0,48.65,40.35,7.0,2.0,14.0,11.0,2.0,2.0,60.0,59.0,16.0,654.0,4992.0,54.0,31.0,39.0,9.911290322580646,4.627659574468085,72.84946236559139,8.333333333333332,6.451612903225806,4.859335038363171,8.156028368794328,0.28368794326241137,28.812260536398465,2.127659574468085,8.041958041958042,40.84621643612693,13.605166051660516,0.08256880733944955,7.63302752293578,8.0,216.88235294117646,76.76470588235294,216.88235294117646,293.6470588235294,21.88235294117647,16.58823529411765,1.1764705882352942,1.1176470588235294,2.0,1.411764705882353,1.1176470588235294,6.0,0.35294117647058826,1.3191489361702127,78.57142857142857,100.0,98.33333333333333,35.0,-5,6.5,-12,15,201.31034482758622,197.6,2.6103896103896105,2.7226827430293894,54.16589348673223,45.83410651326777,343.4117647058824,290.5882352941176,1.7058823529411764,1.4705882352941178,3.1176470588235294,0.47058823529411764,0.49674546077423776,0.5060728744939271,0.7230215827338129,0.27697841726618705,0.033274548298006856,0.28948857019265967,0.5870431969617949,0.0029568030382051136,2,-12,0.8414461689025631,-0.15319491445789848,0.6882512544446646
Giants,15,NFC,NFC East,88,10,6,1,0.62,8,1,2,5,0.8888888888888888,0.2857142857142857,17,3195,2257,5452,3697,1464,5161,24,22,29,-8,324010000,190000,3,11,15,12,15,27,5,21,11,17,9,4.52466460547746,6.636363636363637,9.833333333333334,-3.1969696969696972,9,1236.5,10.0,6.0,1.0,0.6176470588235294,295.0,187.0,2621.0,23.0,19.0,19.0,0.0,22.0,95.96,221.0,1666.0,18.0,8.0,48.0,370.0,19.0,202.0,2958.0,25.0,25.0,1285.0,37.5,20.0,6.0,2.0,2.0,410.0,50.0,28.0,45.86,37.43,5.0,4.0,10.0,9.0,2.0,1.0,52.0,51.0,35.0,516.0,4287.0,41.0,27.0,22.0,8.884745762711864,7.538461538461538,63.389830508474574,7.796610169491526,6.440677966101695,6.940063091482649,8.144796380090497,0.2171945701357466,22.20888355342137,8.597285067873303,11.009174311926607,43.441514536849226,14.643564356435643,0.07945736434108527,8.30813953488372,-5.0,154.1764705882353,98.0,174.0,252.1764705882353,17.352941176470587,13.0,1.6470588235294117,2.2058823529411766,1.1764705882352942,1.1176470588235294,1.2941176470588236,19.0,1.1176470588235294,1.334841628959276,90.0,50.0,98.07692307692307,17.857142857142858,-3,13.5,22,10,227.16666666666666,234.5909090909091,1.4155959237926452,2.525273224043716,51.37096014322058,48.62903985677942,320.70588235294116,303.5882352941176,1.411764705882353,1.2941176470588236,1.7058823529411764,-0.47058823529411764,0.4402054292002935,0.42627397791125754,0.5860234776228906,0.4139765223771093,0.030863244961575262,0.2715965556618623,0.5513723172510174,0.06862768274898257,5,6,-0.08704615540371352,0.5471246944924952,0.4600785390887817
Jaguars,16,AFC,AFC South,90,10,7,0,0.59,5,3,5,4,0.625,0.5555555555555556,17,3621,1275,4896,4318,1471,5789,25,25,-1,14,287770000,36430000,0,12,16,24,29,16,27,31,12,15,19,5.891905953559974,19.545454545454547,15.166666666666666,4.378787878787881,5,1268.3,10.0,7.0,0.0,0.5882352941176471,304.0,217.0,3091.0,24.0,22.0,22.0,0.0,27.0,102.85,221.0,847.0,14.0,10.0,58.0,296.0,5.0,208.0,3091.0,24.0,26.0,1158.0,18.0,47.0,8.0,3.0,7.0,434.0,54.0,22.0,44.59,37.45,6.0,2.0,23.0,16.0,3.0,1.0,52.0,50.0,14.0,525.0,3938.0,38.0,32.0,50.0,10.167763157894736,3.832579185520362,71.38157894736842,7.894736842105263,7.236842105263158,8.157099697885197,6.334841628959276,0.26244343891402716,34.946871310507674,2.262443438914027,11.013215859030836,37.463604011646716,14.860576923076923,0.07238095238095238,7.500952380952381,18.0,181.8235294117647,49.8235294117647,181.8235294117647,231.64705882352942,17.88235294117647,13.0,1.2941176470588236,1.0588235294117647,2.764705882352941,1.2941176470588236,1.588235294117647,5.0,0.29411764705882354,1.3755656108597285,69.56521739130434,33.33333333333333,96.15384615384616,27.27272727272727,-5,26.5,-11,19,195.84,231.56,2.84,2.9354180829367778,45.82124473561067,54.17875526438933,288.0,340.52941176470586,1.4705882352941178,1.4705882352941178,-0.058823529411764705,0.8235294117647058,0.5106209150326797,0.4318535152876144,0.7395833333333334,0.2604166666666667,0.03474997393751955,0.31274976543767596,0.5,0.08999999999999997,-9,10,0.09865230945754194,-0.15319491445789848,-0.05454260500035654
Steelers,28,AFC,AFC North,86,9,8,0,0.53,4,4,5,4,0.5,0.5555555555555556,17,3100,2077,5177,3526,1493,5019,25,22,54,1,324440000,-240000,1,11,17,20,10,28,7,18,13,14,12,3.0620551063754795,22.09090909090909,18.916666666666668,3.174242424242422,24,1163.7,9.0,8.0,0.0,0.5294117647058824,314.0,205.0,2462.0,15.0,19.0,19.0,0.0,13.0,85.36,291.0,1845.0,29.0,6.0,50.0,533.0,18.0,205.0,2462.0,15.0,16.0,1074.0,25.0,22.0,5.0,2.0,2.0,404.0,57.0,29.0,44.38,37.72,3.0,6.0,20.0,16.0,7.0,3.0,54.0,53.0,58.0,605.0,4307.0,44.0,25.0,24.0,7.840764331210191,6.34020618556701,65.28662420382165,4.777070063694268,6.050955414012739,3.9755351681957185,9.965635738831615,0.1718213058419244,28.888888888888886,6.185567010309279,7.2727272727272725,43.623070674248574,12.009756097560976,0.07272727272727272,7.11900826446281,-1.0,144.8235294117647,108.52941176470588,144.8235294117647,253.35294117647058,18.470588235294116,17.11764705882353,1.7058823529411764,1.4705882352941178,1.2941176470588236,1.1176470588235294,0.7647058823529411,18.0,1.0588235294117647,1.0790378006872852,80.0,42.857142857142854,98.14814814814815,10.344827586206897,10,15.0,21,5,207.08,228.13636363636363,1.492537313432836,2.361687876758205,50.77481365241271,49.22518634758729,304.52941176470586,295.2352941176471,1.4705882352941178,1.2941176470588236,3.176470588235294,0.058823529411764705,0.48290515742708134,0.43833432954771867,0.5988023952095808,0.40119760479041916,0.02774010602884971,0.265072124275675,0.57516719733523,-0.04516719733523,-6,-2,0.09865230945754194,0.5471246944924952,0.6457770039500372
Bills,2,AFC,AFC East,86,9,8,0,0.53,4,4,5,4,0.5,0.5555555555555556,17,3349,1440,4789,3167,1405,4572,22,20,42,10,321410000,2790000,2,13,18,26,3,21,20,4,8,24,5,3.9610580778888256,19.09090909090909,17.583333333333332,1.5075757575757578,20,1187.9,9.0,8.0,0.0,0.5294117647058824,360.0,236.0,2899.0,19.0,23.0,23.0,0.0,19.0,94.1,277.0,1250.0,17.0,5.0,56.0,371.0,6.0,236.0,2899.0,19.0,25.0,1392.0,22.5,37.0,5.0,2.0,2.0,334.0,54.0,30.0,50.97,37.3,1.0,12.0,20.0,15.0,4.0,1.0,49.0,49.0,0.0,637.0,4149.0,36.0,28.0,39.0,8.052777777777777,4.512635379061372,65.55555555555556,5.277777777777778,6.388888888888888,5.013192612137203,6.137184115523466,0.20216606498194944,29.68,2.166064981949458,9.765625,48.01655743359779,12.283898305084746,0.0565149136577708,6.5133437990580845,11.0,170.52941176470588,73.52941176470588,170.52941176470588,244.05882352941177,21.176470588235293,16.294117647058822,1.7647058823529411,1.3235294117647058,2.176470588235294,1.3529411764705883,1.1176470588235294,6.0,0.35294117647058826,1.2996389891696751,75.0,25.0,100.0,3.3333333333333335,23,14.5,1,-4,217.6818181818182,228.6,2.3256944444444443,2.2540925266903913,51.15906420254246,48.84093579745753,281.70588235294116,268.94117647058823,1.2941176470588236,1.1764705882352942,2.4705882352941178,0.5882352941176471,0.45938609313008977,0.4374453193350831,0.6993109208603049,0.3006890791396951,0.028001617871254783,0.26757101521421234,0.5562323840988862,-0.026232384098886175,-2,-2,-0.45844308512622445,1.0140044337927576,0.5555613486665332
49ers,14,NFC,NFC West,88,8,9,0,0.47,5,4,3,5,0.5555555555555556,0.375,17,3370,980,4350,3318,1440,4758,21,20,11,0,289720000,34480000,4,11,19,31,4,19,32,6,10,26,4,5.028087461059926,21.0,19.833333333333332,1.1666666666666679,12,1220.4,8.0,9.0,0.0,0.47058823529411764,324.0,221.0,2645.0,25.0,20.0,20.0,0.0,15.0,99.0,187.0,795.0,7.0,9.0,43.0,257.0,7.0,221.0,2645.0,25.0,24.0,1377.0,20.5,27.0,8.0,2.0,3.0,391.0,66.0,23.0,45.48,38.61,7.0,5.0,17.0,12.0,6.0,4.0,43.0,41.0,11.0,511.0,3440.0,32.0,29.0,29.0,8.16358024691358,4.251336898395722,68.20987654320987,7.716049382716049,6.172839506172839,4.424778761061947,3.7433155080213902,0.22994652406417113,32.32704402515723,3.7433155080213902,9.70464135021097,52.06049149338374,11.968325791855204,0.06262230919765166,6.731898238747553,0.0,155.58823529411765,46.76470588235294,155.58823529411765,202.35294117647058,19.058823529411764,11.0,1.3529411764705883,1.2058823529411764,1.588235294117647,1.1764705882352942,0.8823529411764706,7.0,0.4117647058823529,1.732620320855615,70.58823529411765,66.66666666666666,95.34883720930233,30.434782608695656,27,17.5,-13,-4,207.14285714285714,237.9,3.438775510204082,2.3041666666666667,47.76021080368906,52.23978919631094,255.88235294117646,279.88235294117646,1.2352941176470589,1.1764705882352942,0.6470588235294118,0.0,0.4827586206896552,0.4203446826397646,0.774712643678161,0.22528735632183908,0.027612867596299873,0.3037415435592986,0.5288760045456051,-0.058876004545605154,-5,0,-0.64414154998748,1.0140044337927576,0.36986288380527765
Chiefs,8,AFC,AFC West,90,8,9,0,0.47,4,4,4,5,0.5,0.4444444444444444,17,4234,1819,6053,4084,2150,6234,32,29,45,-2,307350000,16850000,10,11,20,3,31,2,11,29,29,3,27,7.822704583092022,16.09090909090909,22.833333333333332,-6.742424242424242,15,1208.7,8.0,9.0,0.0,0.47058823529411764,370.0,263.0,3538.0,40.0,19.0,19.0,0.0,15.0,112.28,250.0,1692.0,19.0,8.0,91.0,478.0,15.0,263.0,3538.0,40.0,15.0,1808.0,23.0,25.0,6.0,3.0,1.0,439.0,64.0,18.0,44.83,37.83,3.0,2.0,15.0,14.0,4.0,3.0,68.0,66.0,14.0,620.0,5230.0,59.0,27.0,28.0,9.562162162162162,6.768,71.08108108108108,10.81081081081081,5.135135135135135,3.896103896103896,7.6,0.364,28.250591016548466,6.0,5.4945054945054945,51.10231769361221,13.452471482889734,0.09516129032258064,8.435483870967742,1.0,208.11764705882354,99.52941176470588,208.11764705882354,307.6470588235294,21.764705882352942,14.705882352941176,1.0588235294117647,1.3529411764705883,1.4705882352941178,1.1176470588235294,0.8823529411764706,15.0,0.8823529411764706,1.48,93.33333333333333,75.0,97.05882352941177,16.666666666666664,-28,17.0,-9,0,189.15625,214.9655172413793,2.327652556349643,1.8995348837209303,49.263449173923654,50.736550826076346,356.05882352941177,366.70588235294116,1.8823529411764706,1.7058823529411764,2.6470588235294117,-0.11764705882352941,0.528663472658186,0.465190888675008,0.6994878572608624,0.3005121427391376,0.026028957214901578,0.2928257686676427,0.5580626180499393,-0.08806261804993931,0,4,1.3985415634863294,-1.0869543930584227,0.31158717042790673
Eagles,12,NFC,NFC East,89,8,9,0,0.47,4,5,4,4,0.4444444444444444,0.5,17,2659,2375,5034,3464,1604,5068,22,24,-27,-5,292640000,31560000,0,11,21,21,13,31,2,15,17,22,17,4.6332406277416425,11.545454545454545,15.25,-3.704545454545455,28,1147.2,8.0,9.0,0.0,0.47058823529411764,265.0,195.0,2140.0,10.0,17.0,17.0,0.0,30.0,84.2,298.0,2138.0,27.0,9.0,87.0,493.0,22.0,184.0,2140.0,10.0,12.0,1052.0,31.0,22.0,7.0,2.0,4.0,408.0,58.0,37.0,43.19,39.38,9.0,4.0,23.0,16.0,9.0,2.0,48.0,43.0,23.0,563.0,4278.0,37.0,26.0,24.0,8.075471698113208,7.174496644295302,73.58490566037736,3.7735849056603774,6.415094339622642,10.16949152542373,9.060402684563758,0.29194630872483224,23.058933582787652,7.38255033557047,5.978260869565218,49.1588785046729,11.630434782608695,0.06571936056838366,7.5985790408525755,-2.0,125.88235294117646,125.76470588235294,125.88235294117646,251.64705882352942,15.588235294117647,17.529411764705884,2.176470588235294,1.8235294117647058,1.2941176470588236,1.0,1.7647058823529411,22.0,1.2941176470588236,0.889261744966443,69.56521739130434,22.22222222222222,89.58333333333334,24.324324324324326,8,17.0,29,-2,228.8181818181818,211.16666666666666,1.119578947368421,2.1596009975062342,49.83171649178381,50.16828350821619,296.11764705882354,298.11764705882354,1.2941176470588236,1.411764705882353,-1.588235294117647,-0.29411764705882354,0.43702820818434646,0.4735595895816891,0.5282081843464442,0.4717918156535558,0.02733734281027884,0.3041279387643521,0.4486276827489826,0.021372317251017348,1,-4,-0.45844308512622445,0.08024495519223275,-0.3781981299339917
Bears,0,NFC,NFC North,92,6,11,0,0.35,5,4,1,7,0.5555555555555556,0.125,17,3514,1277,4791,3089,1836,4925,19,24,-89,7,288060000,36140000,6,11,22,25,8,18,26,3,24,29,15,4.8621838465893115,20.0,20.916666666666668,-0.9166666666666679,16,1208.4,6.0,11.0,0.0,0.35294117647058826,377.0,233.0,3150.0,20.0,22.0,22.0,0.0,30.0,81.56,257.0,991.0,10.0,9.0,61.0,357.0,6.0,233.0,3150.0,20.0,22.0,1368.0,30.0,37.0,5.0,2.0,3.0,362.0,43.0,31.0,39.61,33.42,9.0,4.0,20.0,18.0,1.0,1.0,35.0,32.0,17.0,634.0,4141.0,30.0,31.0,39.0,8.355437665782494,3.8560311284046693,61.80371352785146,5.305039787798409,5.835543766578249,7.371007371007371,3.8910505836575875,0.23735408560311283,36.02421796165489,2.3346303501945527,8.799999999999999,43.42857142857143,13.51931330472103,0.0473186119873817,6.531545741324921,8.0,185.2941176470588,58.294117647058826,185.2941176470588,243.58823529411765,22.176470588235293,15.117647058823529,1.8235294117647058,1.7647058823529411,2.176470588235294,1.2941176470588236,1.7647058823529411,6.0,0.35294117647058826,1.4669260700389104,90.0,100.0,91.42857142857143,29.03225806451613,17,16.5,-8,-21,252.1578947368421,205.20833333333334,2.7517619420516835,1.6824618736383443,49.31041580897489,50.68958419102512,281.8235294117647,289.70588235294116,1.1176470588235294,1.411764705882353,-5.235294117647059,0.4117647058823529,0.3965769150490503,0.4873096446700508,0.733458568148612,0.266541431851388,0.02082899395959175,0.31937790738040683,0.36501401045185317,-0.015014010451853188,4,-7,-1.015538479709991,0.08024495519223275,-0.9352935245177582
Dolphins,11,AFC,AFC East,89,6,11,0,0.35,3,5,3,6,0.375,0.3333333333333333,17,3294,1412,4706,3459,1587,5046,20,25,-98,-25,269600000,54600000,2,11,23,28,11,22,23,14,16,27,18,5.7971376810461965,14.545454545454545,21.25,-6.704545454545455,30,1116.9,6.0,11.0,0.0,0.35294117647058826,356.0,226.0,2550.0,20.0,34.0,34.0,0.0,17.0,72.84,201.0,1121.0,9.0,1.0,60.0,237.0,9.0,224.0,2511.0,20.0,34.0,1161.0,24.0,23.0,12.0,7.0,5.0,436.0,49.0,27.0,47.93,37.07,2.0,10.0,17.0,10.0,5.0,4.0,36.0,35.0,14.0,557.0,3671.0,29.0,35.0,30.0,7.162921348314606,5.577114427860696,63.48314606741573,5.617977528089887,9.550561797752808,4.557640750670242,4.477611940298507,0.29850746268656714,21.141837644959857,4.477611940298507,12.851405622489958,46.236559139784944,11.209821428571429,0.05206463195691203,6.590664272890485,-5.0,150.0,65.94117647058823,147.7058823529412,215.94117647058823,20.941176470588236,11.823529411764707,1.588235294117647,1.411764705882353,1.3529411764705883,2.0,1.0,9.0,0.5294117647058824,1.771144278606965,58.82352941176471,80.0,97.22222222222221,7.4074074074074066,17,19.5,-1,-2,235.3,201.84,2.3328611898016995,2.179584120982987,48.25676784249385,51.74323215750615,276.8235294117647,296.8235294117647,1.1764705882352942,1.4705882352941178,-5.764705882352941,-1.4705882352941178,0.4249893752656183,0.49544193420531113,0.6999575010624735,0.30004249893752655,0.022255192878338277,0.3301186943620178,0.37078509665363285,-0.020785096653632873,-1,-7,-0.8298400148487354,-0.15319491445789848,-0.9830349293066338
Falcons,13,NFC,NFC South,90,5,12,0,0.29,4,5,1,7,0.4444444444444444,0.125,17,3955,1873,5828,3446,2169,5615,24,30,-89,-12,311970000,12230000,3,13,24,7,27,8,9,13,31,18,29,3.9284719993309625,26.363636363636363,27.5,-1.1363636363636367,19,1191.0,5.0,12.0,0.0,0.29411764705882354,371.0,225.0,3088.0,19.0,30.0,30.0,0.0,13.0,81.75,224.0,1434.0,20.0,7.0,84.0,457.0,12.0,225.0,3088.0,19.0,24.0,1114.0,24.0,29.0,2.0,1.0,2.0,384.0,46.0,30.0,45.4,32.77,1.0,7.0,18.0,12.0,5.0,1.0,51.0,51.0,14.0,595.0,4522.0,39.0,37.0,30.0,8.323450134770889,6.401785714285714,60.64690026954178,5.121293800539084,8.086253369272237,3.3854166666666665,8.928571428571429,0.375,31.868898186889822,5.357142857142857,9.67741935483871,36.075129533678755,13.724444444444444,0.06554621848739496,7.6,-7.0,181.64705882352942,84.3529411764706,181.64705882352942,266.0,21.823529411764707,13.176470588235293,1.7647058823529411,1.411764705882353,1.7058823529411764,1.7647058823529411,0.7647058823529411,12.0,0.7058823529411765,1.65625,66.66666666666666,20.0,100.0,3.3333333333333335,-20,17.0,-1,-18,242.83333333333334,187.16666666666666,2.1115856914041644,1.5887505763024434,50.93069999126103,49.06930000873897,342.8235294117647,330.29411764705884,1.411764705882353,1.7647058823529411,-5.235294117647059,-0.7058823529411765,0.41180507892930684,0.5342831700801425,0.6786204529855868,0.3213795470144132,0.01602718210084303,0.2884892778151745,0.3707850966536328,-0.08078509665363282,11,-2,-0.08704615540371352,-1.3203942627085539,-1.4074404181122673
Texans,31,AFC,AFC South,89,5,12,0,0.29,2,6,3,6,0.25,0.3333333333333333,17,4709,1127,5836,4513,1691,6204,27,30,-55,-6,312390000,11810000,5,11,25,5,30,1,31,32,21,10,30,5.484123846771668,23.181818181818183,25.666666666666668,-2.4848484848484844,18,1197.3,5.0,12.0,0.0,0.29411764705882354,384.0,277.0,3833.0,33.0,27.0,27.0,0.0,8.0,107.19,219.0,957.0,14.0,4.0,51.0,320.0,5.0,287.0,3968.0,34.0,28.0,1550.0,17.0,20.0,8.0,4.0,3.0,459.0,46.0,22.0,47.05,34.41,5.0,7.0,16.0,11.0,3.0,0.0,57.0,56.0,11.0,603.0,4790.0,47.0,31.0,24.0,9.981770833333334,4.36986301369863,72.13541666666666,8.59375,7.03125,2.0408163265306123,6.392694063926941,0.2328767123287671,33.437826541274816,2.28310502283105,8.88888888888889,39.0625,13.825783972125436,0.0779436152570481,7.9436152570480925,-7.0,225.47058823529412,56.294117647058826,233.41176470588235,281.7647058823529,22.58823529411765,12.882352941176471,1.2941176470588236,1.0,1.1764705882352942,1.588235294117647,0.47058823529411764,5.0,0.29411764705882354,1.7534246575342465,68.75,0.0,98.24561403508771,22.727272727272727,-25,17.5,-30,11,216.14814814814815,206.8,4.178349600709849,2.6688350088704906,48.47176079734219,51.52823920265781,343.29411764705884,364.94117647058823,1.588235294117647,1.7647058823529411,-3.235294117647059,-0.35294117647058826,0.4626456477039068,0.4835589941972921,0.8068882796435916,0.1931117203564085,0.016005633983162074,0.2849002849002849,0.43789625224379614,-0.14789625224379616,5,0,0.4700492391800522,-1.3203942627085539,-0.8503450235285017
