team__displayName,team__abbrName,team__logoId,team__logo,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,recTotalCatches,recAvgCatchPct,recTotalDrops,recTotalLongest,recTotalTDs,recTotalYdsAfterCatch,recTotalYds,recAvgYacPerCatch,recAvgYdsPerCatch,recAvgYdsPerGame
Lions,DET,18,,TE,553388861,Josh Whyle,3,0,2475,81,9,32.80,11,100.00,0,35,2,29,98,2.64,8.91,8.91
Lions,DET,18,,TE,553387532,Sam LaPorta,3,0,2286,87,9,79.70,24,96.00,1,29,4,68,317,2.83,13.21,31.70
Lions,DET,18,,WR,553388885,Jameson Williams,4,0,2033,1,11,97.10,25,86.21,4,62,4,164,481,6.56,19.24,43.73
Lions,DET,18,,HB,553387835,David Montgomery,7,0,9577,5,3,8.90,4,80.00,1,24,0,33,49,8.25,12.25,4.45
Lions,DET,18,,WR,553386928,Chris Godwin Jr,9,0,8567,80,10,152.30,36,85.71,6,46,10,217,563,6.03,15.64,56.30
Packers,GB,19,,TE,553386123,Esteban Cota,0,0,3900,84,1,1.60,1,100.00,0,6,0,4,6,4.00,6.00,0.55
Packers,GB,19,,WR,553386932,Matthew Golden,1,0,10562,0,11,92.20,34,87.18,5,62,3,178,402,5.24,11.82,36.55
Packers,GB,19,,FB,553388018,Robbie Ouzts,1,0,10685,40,1,7.10,1,100.00,0,1,1,1,1,1.00,1.00,0.09
Packers,GB,19,,WR,553388905,Savion Williams,1,0,10784,83,1,2.60,1,100.00,0,16,0,10,16,10.00,16.00,3.20
Packers,GB,19,,HB,553387109,TreVeyon Henderson,1,0,10584,36,2,7.20,4,100.00,0,10,0,29,32,7.25,8.00,7.00
Packers,GB,19,,TE,553388526,Cade Stover,2,0,10256,86,6,27.90,12,100.00,0,20,1,34,99,2.83,8.25,9.00
Packers,GB,19,,WR,553388862,Dontayvion Wicks,3,0,2476,13,5,54.10,12,75.00,4,49,3,121,241,10.08,20.08,24.10
Packers,GB,19,,WR,553388187,Jayden Reed,3,0,2365,11,11,135.30,45,90.00,5,57,5,273,603,6.07,13.40,54.82
Packers,GB,19,,TE,553387501,Tucker Kraft,3,0,2279,85,10,95.10,42,91.30,4,41,0,171,531,4.07,12.64,53.10
Packers,GB,19,,HB,553388853,Rachaad White,4,0,2028,27,5,16.00,6,85.71,1,43,0,65,100,10.83,16.67,16.67
Packers,GB,19,,WR,553386663,Romeo Doubs,4,0,1471,87,10,73.70,34,82.93,7,25,1,100,337,2.94,9.91,33.70
Packers,GB,19,,HB,553387286,Josh Jacobs,7,0,9520,8,7,29.40,15,93.75,1,17,0,63,144,4.20,9.60,14.40
Panthers,CAR,20,,WR,553386428,Tommy Ford,0,0,3771,80,2,2.30,1,33.33,2,13,0,1,13,1.00,13.00,1.18
Panthers,CAR,20,,WR,553388150,Dalevon Campbell,1,0,0,81,1,7.00,3,100.00,0,15,0,17,40,5.67,13.33,3.64
Panthers,CAR,20,,WR,553387760,Tetairoa McMillan,1,0,10657,4,11,116.10,33,91.67,3,69,5,181,531,5.48,16.09,48.27
Panthers,CAR,20,,HB,553386750,Trevor Etienne,1,0,10545,23,1,1.90,2,100.00,0,0,0,3,-1,1.50,-0.50,-0.10
Panthers,CAR,20,,TE,553388320,Ja'Tavion Sanders,2,0,10242,0,7,24.80,9,81.82,2,21,1,45,98,5.00,10.89,9.80
Panthers,CAR,20,,HB,553386293,Jonathon Brooks,2,0,10022,24,4,17.10,7,100.00,0,35,0,104,101,14.86,14.43,9.18
Panthers,CAR,20,,WR,553387559,Xavier Legette,2,0,10156,17,10,57.00,24,92.31,2,35,1,99,270,4.12,11.25,27.00
Panthers,CAR,20,,HB,553387203,Chuba Hubbard,5,0,1234,30,10,49.50,22,88.00,3,26,1,208,215,9.45,9.77,19.55
Panthers,CAR,20,,TE,553388682,Tommy Tremble,5,0,1376,82,2,6.80,3,75.00,1,14,0,12,38,4.00,12.67,3.45
Panthers,CAR,20,,TE,553388311,Drew Sample,7,0,9617,89,1,0.00,0,0.00,1,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,,TE,553386741,Evan Engram,9,0,8545,1,11,82.40,26,92.86,2,47,3,112,384,4.31,14.77,34.91
Panthers,CAR,20,,WR,553388464,JuJu Smith-Schuster,9,0,8729,83,10,79.40,24,88.89,3,30,4,123,314,5.12,13.08,31.40
Patriots,NE,21,,WR,553388010,Charles Stearn,0,0,3881,5,11,241.50,51,91.07,5,82,12,266,1185,5.22,23.24,107.73
Patriots,NE,21,,HB,553388815,Jahlil Howard,0,0,3937,24,9,53.30,22,95.65,1,64,2,180,193,8.18,8.77,17.55
Patriots,NE,21,,HB,553387109,TreVeyon Henderson,1,0,10584,36,2,6.30,3,100.00,0,17,0,39,33,13.00,11.00,8.25
Patriots,NE,21,,FB,553386862,Jack Westover,2,0,10291,37,1,1.30,1,100.00,0,3,0,8,3,8.00,3.00,0.33
Patriots,NE,21,,WR,553386664,DeMario Douglas,3,0,3083,3,7,91.20,28,93.33,2,84,4,160,392,5.71,14.00,35.64
Patriots,NE,21,,TE,553387581,Isaiah Likely,4,0,1807,80,7,24.60,12,100.00,0,48,0,42,126,3.50,10.50,11.45
Patriots,NE,21,,TE,553387117,Hunter Henry,10,0,8046,85,9,64.50,29,90.62,3,21,1,94,295,3.24,10.17,26.82
Patriots,NE,21,,WR,553386642,Stefon Diggs,11,0,7085,8,10,98.70,33,100.00,0,44,3,109,477,3.30,14.45,43.36
Raiders,LV,22,,HB,553387300,Ashton Jeanty,1,0,10611,2,12,108.80,38,97.44,1,44,6,329,348,8.66,9.16,29.00
Raiders,LV,22,,WR,553388638,Dont'e Thornton Jr.,1,0,10754,10,7,147.10,40,97.56,1,54,7,209,651,5.22,16.28,93.00
Raiders,LV,22,,WR,553386164,Jack Bech,1,0,10872,18,12,82.50,26,92.86,2,54,4,115,325,4.42,12.50,27.08
Raiders,LV,22,,TE,553386425,Nick Kallerup,1,0,0,80,1,2.90,2,100.00,0,8,0,1,9,0.50,4.50,1.29
Raiders,LV,22,,TE,553386247,Brock Bowers,2,0,10018,89,12,133.90,50,94.34,3,32,3,230,659,4.60,13.18,54.92
Raiders,LV,22,,HB,553388495,Carson Steele,2,0,10967,34,2,10.90,3,100.00,0,12,1,18,19,6.00,6.33,1.58
Raiders,LV,22,,TE,553387688,Michael Mayer,3,5,2299,87,3,4.50,3,100.00,0,7,0,12,15,4.00,5.00,1.36
Raiders,LV,22,,WR,553388693,Tre Tucker,3,0,2436,4,6,28.80,12,100.00,0,18,1,48,108,4.00,9.00,9.00
Raiders,LV,22,,WR,553388096,George Pickens,4,0,1888,3,12,117.30,46,95.83,2,38,2,214,593,4.65,12.89,49.42
Raiders,LV,22,,WR,553386695,Devin Duvernay,6,0,265,12,1,2.50,1,100.00,0,15,0,6,15,6.00,15.00,1.67
Raiders,LV,22,,TE,553386930,Dallas Goedert,8,0,8901,82,9,43.50,17,94.44,1,38,0,126,265,7.41,15.59,22.08
Rams,LAR,23,,HB,553388312,Dylan Sampson,1,0,10716,25,11,84.80,46,95.83,2,18,1,318,328,6.91,7.13,29.82
Rams,LAR,23,,WR,553386096,Elic Ayomanor,1,0,10481,5,1,1.70,1,100.00,0,7,0,3,7,3.00,7.00,0.88
Rams,LAR,23,,HB,553387224,Jarquez Hunter,1,0,10598,27,1,3.80,2,100.00,0,14,0,10,18,5.00,9.00,1.80
Rams,LAR,23,,TE,553386796,Terrance Ferguson,1,0,10552,18,10,105.40,36,90.00,4,34,5,194,394,5.39,10.94,35.82
Rams,LAR,23,,WR,553387907,Puka Nacua,3,0,4785,12,11,214.70,60,96.77,2,80,10,408,947,6.80,15.78,86.09
Rams,LAR,23,,WR,553386620,Tank Dell,3,0,2090,13,10,89.00,29,85.29,5,65,4,162,360,5.59,12.41,33.50
Rams,LAR,23,,HB,553388241,Brian Robinson Jr,4,0,1918,24,2,4.40,3,100.00,0,6,0,17,14,5.67,4.67,2.33
Rams,LAR,23,,TE,553386178,Daniel Bellinger,4,0,1168,82,9,43.00,15,88.24,2,20,2,88,160,5.87,10.67,14.55
Rams,LAR,23,,WR,553388654,Jalen Tolbert,4,0,1987,83,1,1.30,1,33.33,2,3,0,1,3,1.00,3.00,0.43
Rams,LAR,23,,HB,553388893,Kyren Williams,4,0,2036,30,3,5.20,4,100.00,0,11,0,19,12,4.75,3.00,2.40
Rams,LAR,23,,WR,553387845,Elijah Moore,5,0,1162,87,5,19.20,10,90.91,1,21,0,25,92,2.50,9.20,8.36
Rams,LAR,23,,WR,553387480,Christian Kirk,8,0,8963,85,11,113.10,38,92.68,3,33,5,99,451,2.61,11.87,41.00
Ravens,BAL,24,,WR,553387188,Jimmy Horn Jr,1,0,10592,15,3,20.80,6,100.00,0,26,1,15,88,2.50,14.67,17.60
Ravens,BAL,24,,WR,553388841,Lajohntay Wester,1,0,10777,83,6,27.70,13,81.25,3,27,0,55,147,4.23,11.31,16.33
Ravens,BAL,24,,TE,553386546,Devin Culp,2,0,10047,82,1,18.20,6,100.00,0,12,1,13,62,2.17,10.33,5.64
Ravens,BAL,24,,WR,553388767,Devontez Walker,2,0,10281,81,3,42.20,12,92.31,1,36,1,35,242,2.92,20.17,26.89
Ravens,BAL,24,,TE,553387469,Dalton Kincaid,3,0,2277,85,10,208.60,61,93.85,4,66,8,337,996,5.52,16.33,90.55
Ravens,BAL,24,,WR,553386817,Zay Flowers,3,0,2140,10,5,69.60,26,89.66,3,46,1,82,376,3.15,14.46,62.67
Ravens,BAL,24,,HB,553388100,Dameon Pierce,4,0,1891,31,1,2.30,1,100.00,0,13,0,12,13,12.00,13.00,2.17
Ravens,BAL,24,,HB,553388853,Rachaad White,4,0,2028,27,9,26.00,12,80.00,3,43,0,108,140,9.00,11.67,12.73
Ravens,BAL,24,,FB,553388132,Adam Prentice,5,0,1016,46,1,1.50,1,100.00,0,5,0,0,5,0.00,5.00,0.45
Ravens,BAL,24,,WR,553386314,Dyami Brown,5,0,1349,89,6,54.80,18,100.00,0,30,3,95,188,5.28,10.44,39.43
Ravens,BAL,24,,WR,553386151,Rashod Bateman,5,0,1236,7,4,71.90,19,86.36,3,44,4,88,289,4.63,15.21,48.17
Ravens,BAL,24,,WR,553387341,Diontae Johnson,7,0,9529,89,3,32.10,12,80.00,3,41,0,31,201,2.58,16.75,50.25
Ravens,BAL,24,,WR,553387035,Mecole Hardman,7,0,9489,6,9,90.60,27,93.10,2,41,3,83,456,3.07,16.89,41.45
Ravens,BAL,24,,TE,553386774,Noah Fant,7,0,9452,86,8,43.60,11,91.67,1,55,2,84,206,7.64,18.73,18.73
Ravens,BAL,24,,WR,553388202,Josh Reynolds,9,0,8700,84,3,34.40,13,92.86,1,31,0,28,214,2.15,16.46,71.33
Ravens,BAL,24,,HB,553387116,Derrick Henry,10,0,8045,22,9,53.20,23,100.00,0,20,2,214,182,9.30,7.91,16.55
Saints,NO,26,,HB,553387910,Devin Neal,1,0,10676,24,1,9.20,1,100.00,0,22,1,27,22,27.00,22.00,2.44
Saints,NO,26,,HB,553387797,Kendre Miller,3,0,2310,5,4,12.90,4,100.00,0,19,1,35,29,8.75,7.25,2.42
Saints,NO,26,,TE,553387898,Luke Musgrave,3,0,2334,88,12,115.90,46,90.20,5,29,3,255,519,5.54,11.28,43.25
Saints,NO,26,,WR,553387990,Chris Olave,4,0,1870,12,12,142.80,54,94.74,3,23,6,154,528,2.85,9.78,44.00
Saints,NO,26,,TE,553387349,Juwan Johnson,6,0,399,83,7,38.90,13,92.86,1,22,2,73,139,5.62,10.69,11.58
Saints,NO,26,,FB,553386912,Reggie Gilliam,6,0,1432,37,3,23.10,4,100.00,0,6,3,1,11,0.25,2.75,0.92
Saints,NO,26,,WR,553388314,Deebo Samuel Sr,7,0,9618,1,10,80.70,30,96.77,1,38,2,115,387,3.83,12.90,32.25
Saints,NO,26,,WR,553387789,Jakobi Meyers,7,0,9570,80,12,120.00,40,88.89,5,35,4,170,560,4.25,14.00,46.67
Saints,NO,26,,HB,553387437,Alvin Kamara,9,0,8617,41,12,80.80,41,100.00,0,42,1,380,338,9.27,8.24,28.17
Saints,NO,26,,WR,553386507,Brandin Cooks,12,0,6386,10,2,9.70,2,100.00,0,13,1,15,17,7.50,8.50,1.42
Seahawks,SEA,27,,TE,553386080,Elijah Arroyo,1,0,10479,18,10,102.40,29,96.67,1,56,5,125,434,4.31,14.97,36.17
Seahawks,SEA,27,,WR,553387193,Tory Horton,1,0,10594,15,7,53.50,18,100.00,0,57,1,92,295,5.11,16.39,24.58
Seahawks,SEA,27,,TE,553386127,A.J. Barner,2,0,10005,88,2,3.40,2,100.00,0,8,0,6,14,3.00,7.00,1.17
Seahawks,SEA,27,,WR,553387268,Jha'Quan Jackson,2,0,10116,84,1,1.10,1,100.00,0,1,0,1,1,1.00,1.00,0.17
Seahawks,SEA,27,,WR,553388463,Jaxon Smith-Njigba,3,0,2401,11,12,133.50,50,100.00,0,42,3,257,655,5.14,13.10,54.58
Seahawks,SEA,27,,HB,553386435,Zach Charbonnet,3,0,1919,26,1,11.10,7,100.00,0,14,0,35,41,5.00,5.86,3.73
Seahawks,SEA,27,,HB,553388761,Kenneth Walker III,4,0,2005,9,12,54.90,27,96.43,1,58,1,185,219,6.85,8.11,18.25
Seahawks,SEA,27,,WR,553388364,Rashid Shaheed,4,0,4928,87,12,237.80,51,92.73,4,96,13,478,1088,9.37,21.33,90.67
Seahawks,SEA,27,,WR,553388030,Joshua Palmer,5,0,1248,86,6,57.30,16,88.89,2,79,3,73,233,4.56,14.56,38.83
Seahawks,SEA,27,,TE,553387939,David Njoku,9,0,8674,83,12,116.10,42,97.67,1,59,3,236,561,5.62,13.36,46.75
Steelers,PIT,28,,FB,553389068,Carlos Lopez,0,0,4066,43,1,1.90,1,100.00,0,9,0,1,9,1.00,9.00,0.82
Steelers,PIT,28,,HB,553387350,Kaleb Johnson,1,0,10612,20,7,19.30,14,93.33,1,19,0,54,53,3.86,3.79,4.82
Steelers,PIT,28,,HB,553388746,Kimani Vidal,2,0,10280,36,1,6.30,3,100.00,0,17,0,16,33,5.33,11.00,6.60
Steelers,PIT,28,,WR,553388929,Roman Wilson,2,0,10303,10,3,13.60,4,100.00,0,16,1,11,36,2.75,9.00,3.27
Steelers,PIT,28,,TE,553388802,Darnell Washington,3,0,2453,80,6,35.60,10,100.00,0,30,2,41,136,4.10,13.60,12.36
Steelers,PIT,28,,WR,553386088,Calvin Austin,4,0,1150,19,9,47.80,19,90.48,2,29,0,58,288,3.05,15.16,26.18
Steelers,PIT,28,,HB,553388796,Jaylen Warren,4,0,2012,30,9,69.40,29,100.00,0,33,2,284,284,9.79,9.79,25.82
Steelers,PIT,28,,TE,553386856,Pat Freiermuth,5,0,1377,88,9,107.20,34,87.18,5,51,3,242,552,7.12,16.24,55.20
Steelers,PIT,28,,WR,553387849,Rondale Moore,5,0,1264,85,11,74.10,30,90.91,3,26,2,130,321,4.33,10.70,29.18
Steelers,PIT,28,,WR,553387784,D.K. Metcalf,7,0,9569,4,10,84.60,20,83.33,4,75,2,182,526,9.10,26.30,52.60
Steelers,PIT,28,,TE,553388442,Jonnu Smith,9,0,8731,81,9,77.30,24,96.00,1,36,3,130,353,5.42,14.71,35.30
Texans,HOU,31,,WR,553386150,Jayden Mobley,0,0,3667,29,5,51.10,15,88.24,2,38,2,89,241,5.93,16.07,30.13
Texans,HOU,31,,TE,553388135,Zach Coleman,0,0,4203,13,8,145.20,52,86.67,8,52,5,275,632,5.29,12.15,57.45
Texans,HOU,31,,WR,553387140,Jayden Higgins,1,0,10587,81,8,69.00,29,93.55,2,24,2,119,280,4.10,9.66,28.00
Texans,HOU,31,,WR,553387942,Jaylin Noel,1,0,10680,14,10,76.40,21,84.00,4,50,4,100,314,4.76,14.95,28.55
Texans,HOU,31,,WR,553386620,Tank Dell,3,0,2090,13,7,68.80,23,85.19,4,65,3,175,278,7.61,12.09,34.75
Texans,HOU,31,,WR,553386488,Nico Collins,5,0,1148,12,9,69.70,19,90.48,2,65,3,133,327,7.00,17.21,32.70
Texans,HOU,31,,TE,553388342,Dalton Schultz,8,0,9050,86,6,72.60,27,96.43,1,43,1,142,396,5.26,14.67,39.60
Texans,HOU,31,,HB,553386451,Nick Chubb,8,0,8846,21,4,9.40,7,100.00,0,14,0,49,24,7.00,3.43,2.18
Texans,HOU,31,,HB,553387825,Joe Mixon,9,0,9241,28,11,81.60,41,97.62,1,51,1,353,346,8.61,8.44,31.45
Texans,HOU,31,,TE,553387138,Tyler Higbee,10,0,8050,89,5,20.80,9,81.82,2,19,1,19,58,2.11,6.44,5.27
Titans,TEN,29,,WR,553386644,Chimere Dike,1,0,10535,17,11,229.00,61,87.14,9,72,11,325,1020,5.33,16.72,92.73
Titans,TEN,29,,WR,553386096,Elic Ayomanor,1,0,10481,5,1,1.70,1,100.00,0,7,0,3,7,3.00,7.00,1.75
Titans,TEN,29,,TE,553387104,Gunnar Helm,1,0,10582,84,7,38.70,12,92.31,1,63,2,84,147,7.00,12.25,13.36
Titans,TEN,29,,TE,553388997,Colson Yankoff,2,0,10996,80,1,1.70,1,100.00,0,7,0,1,7,1.00,7.00,3.50
Titans,TEN,29,,TE,553387664,David Martin-Robinson,2,0,10935,88,1,1.90,1,100.00,0,9,0,4,9,4.00,9.00,0.82
Titans,TEN,29,,FB,553388036,Derek Parish,3,0,0,43,2,1.20,1,50.00,1,2,0,5,2,5.00,2.00,0.25
Titans,TEN,29,,HB,553388478,Tyjae Spears,3,0,2405,2,4,10.70,7,100.00,0,9,0,34,37,4.86,5.29,4.11
Titans,TEN,29,,TE,553387980,Chigoziem Okonkwo,4,0,1869,85,11,80.70,29,78.38,8,76,3,138,337,4.76,11.62,30.64
Titans,TEN,29,,WR,553388811,Christian Watson,4,0,2013,9,10,85.10,33,89.19,4,31,0,94,521,2.85,15.79,47.36
Titans,TEN,29,,HB,553388893,Kyren Williams,4,0,2036,30,6,14.60,9,100.00,0,21,0,57,56,6.33,6.22,5.09
Titans,TEN,29,,WR,553386318,Marquise Brown,7,0,9402,81,10,61.30,22,100.00,0,53,2,65,273,2.95,12.41,24.82
Titans,TEN,29,,HB,553388118,Tony Pollard,7,0,9600,20,9,111.10,35,94.59,2,66,4,478,521,13.66,14.89,47.36
Vikings,MIN,30,,TE,553386140,Gavin Bartholomew,1,0,10486,86,1,2.30,1,100.00,0,13,0,4,13,4.00,13.00,1.18
Vikings,MIN,30,,WR,553386792,Tai Felton,1,0,10551,13,9,59.20,22,91.67,2,28,1,85,312,3.86,14.18,28.36
Vikings,MIN,30,,WR,553386000,Jordan Addison,3,0,813,3,10,115.30,34,91.89,3,46,4,178,573,5.24,16.85,52.09
Vikings,MIN,30,,HB,553387665,Jordan Mason,4,0,4679,27,3,12.00,2,66.67,1,40,1,52,40,26.00,20.00,3.64
Vikings,MIN,30,,WR,553387303,Justin Jefferson,6,0,385,18,11,145.90,44,93.62,3,83,6,354,659,8.05,14.98,59.91
Vikings,MIN,30,,FB,553386165,Andrew Beck,7,0,89,47,2,1.50,1,33.33,2,5,0,4,5,4.00,5.00,0.50
Vikings,MIN,30,,TE,553387995,Josh Oliver,7,0,9590,84,6,18.20,6,75.00,2,19,1,27,62,4.50,10.33,6.20
Vikings,MIN,30,,TE,553387162,T.J. Hockenson,7,0,9503,87,11,65.20,27,84.38,5,27,2,82,262,3.04,9.70,23.82
Vikings,MIN,30,,WR,553388223,Calvin Ridley,8,0,9038,0,2,11.30,4,100.00,0,28,0,27,73,6.75,18.25,6.64
Vikings,MIN,30,,HB,553387377,Aaron Jones Sr,9,0,8609,33,10,68.40,25,100.00,0,31,3,205,254,8.20,10.16,23.09
